name,remote_support,adaptive_support,description,Job level,length,test_type,url,combined_text
opq premium plus report 20,Yes,No,this opq occupational personality questionnaire report contains a selection of reports including opq profile user report manager plus report candidate plus report universal competency report team impact selection report,"Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,opq premium plus report 20 this opq occupational personality questionnaire report contains a selection of reports including opq profile user report manager plus report candidate plus report universal competency report team impact selection report personality behavior adaptive no remote yes
opq profile report,Yes,No,this is a graphical profile charts presenting results across the 32 opq scales it is designed to be interpreted by opq trained users onlyplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-profile-report/,opq profile report this is a graphical profile charts presenting results across the 32 opq scales it is designed to be interpreted by opq trained users onlyplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms personality behavior adaptive no remote yes
opq team impact group development report,Yes,No,these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq trainingimportant please note that for a sample report contact managed services,"Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,opq team impact group development report these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq trainingimportant please note that for a sample report contact managed services personality behavior adaptive no remote yes
opq team impact individual development report,Yes,No,these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq training,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,opq team impact individual development report these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq training personality behavior adaptive no remote yes
opq team impact selection report,Yes,No,these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq training,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,opq team impact selection report these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq training personality behavior adaptive no remote yes
opq team types leadership styles profile,Yes,No,this opq occupational personality questionnaire report is based on belbins team types and basss leadership and reporting styles belbins team types individual preferred role when working in ateam basss leadership and reporting styles individuals preferred leadership styles and likely style of behaviour as a direct report,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,opq team types leadership styles profile this opq occupational personality questionnaire report is based on belbins team types and basss leadership and reporting styles belbins team types individual preferred role when working in ateam basss leadership and reporting styles individuals preferred leadership styles and likely style of behaviour as a direct report personality behavior adaptive no remote yes
opq team types and leadership styles report,Yes,No,this opq occupational personality questionnaire report is based on belbins team types and basss leadership and reporting styles belbins team types individual preferred role when working in ateam basss leadership and reporting styles individuals preferred leadership styles and likely style of behaviour as a direct report,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,opq team types and leadership styles report this opq occupational personality questionnaire report is based on belbins team types and basss leadership and reporting styles belbins team types individual preferred role when working in ateam basss leadership and reporting styles individuals preferred leadership styles and likely style of behaviour as a direct report personality behavior adaptive no remote yes
opq ucf development action planner report 10,Yes,No,this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situationsplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,opq ucf development action planner report 10 this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situationsplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms personality behavior adaptive no remote yes
opq ucf development action planner report 20,Yes,No,this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situations,"Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,opq ucf development action planner report 20 this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situations personality behavior adaptive no remote yes
opq universal competency report 10,Yes,No,this opq occupational personality questionnaire report is based on the universal competency framework it graphically outlines how an individuals typical way of behaving is likely to impact on competencies it provides a graphical scale for each competency and summarises aspects of personality which contribute positively or negatively to each competencyplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms,"Graduate, Director, Executive, Front Line Manager, General Population, Supervisor, Manager, Mid-Professional, Professional Individual Contributor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,opq universal competency report 10 this opq occupational personality questionnaire report is based on the universal competency framework it graphically outlines how an individuals typical way of behaving is likely to impact on competencies it provides a graphical scale for each competency and summarises aspects of personality which contribute positively or negatively to each competencyplease note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform examplewhere a sample report has no platform indicated it is available on both the talent central and soda platforms personality behavior adaptive no remote yes
opq universal competency report 20,Yes,No,this opq occupational personality questionnaire report is based on the universal competency framework it graphically outlines how an individuals typical way of behaving is likely to impact on competencies it provides a graphical scale for each competency and summarises aspects of personality which contribute positively or negatively to each competency,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General Population,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,opq universal competency report 20 this opq occupational personality questionnaire report is based on the universal competency framework it graphically outlines how an individuals typical way of behaving is likely to impact on competencies it provides a graphical scale for each competency and summarises aspects of personality which contribute positively or negatively to each competency personality behavior adaptive no remote yes
opq user and managers report,Yes,No,this opq occupational personality questionnaire report consists of two reports the user report includes a profile chart and narrative text focusing on an individuals likely way of behaving at work the managers report describes the individuals personal style in narrative text that can be given directly to a line manager these reports can be used as an interpretation aid when giving feedback writing reports or interpreting opq information,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,opq user and managers report this opq occupational personality questionnaire report consists of two reports the user report includes a profile chart and narrative text focusing on an individuals likely way of behaving at work the managers report describes the individuals personal style in narrative text that can be given directly to a line manager these reports can be used as an interpretation aid when giving feedback writing reports or interpreting opq information personality behavior adaptive no remote yes
opq user report,Yes,No,this opq occupational personality questionnaire report includes a profile chart and narrative text focusing on an individuals likely way of behaving at work it can be used as an interpretation aid when giving feedback writing reports or interpreting opq information,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,"['Personality & Behavior', 'Simulations']",https://www.shl.com/products/product-catalog/view/opq-user-report/,opq user report this opq occupational personality questionnaire report includes a profile chart and narrative text focusing on an individuals likely way of behaving at work it can be used as an interpretation aid when giving feedback writing reports or interpreting opq information personality behavior simulations adaptive no remote yes
oracle dba advanced level new,Yes,No,multichoice test that measures the knowledge of oracle db architecture backup and recovery mysql administration and advanced topics such as network configuration and data warehouse management,"Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,oracle dba advanced level new multichoice test that measures the knowledge of oracle db architecture backup and recovery mysql administration and advanced topics such as network configuration and data warehouse management knowledge skills adaptive no remote yes
oracle dba entry level new,Yes,No,multichoice test that measures the knowledge of oracle database architecture data management backup and recovery and mysql administration,"Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,oracle dba entry level new multichoice test that measures the knowledge of oracle database architecture data management backup and recovery and mysql administration knowledge skills adaptive no remote yes
oracle plsql new,Yes,No,multichoice test that measures the knowledge of sql queries relational database concepts and specific oracle plsql features,"Mid-Professional, Professional Individual Contributor,",11.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,oracle plsql new multichoice test that measures the knowledge of sql queries relational database concepts and specific oracle plsql features knowledge skills adaptive no remote yes
oracle weblogic server new,Yes,No,multichoice test that measures the knowledge of the concepts of weblogic such as server installation administration node logs manager security and deployment,"Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,oracle weblogic server new multichoice test that measures the knowledge of the concepts of weblogic such as server installation administration node logs manager security and deployment knowledge skills adaptive no remote yes
organic chemistry new,Yes,No,multichoice test that measures the knowledge of the basic concepts in organic chemistry,"Graduate, Mid-Professional, Professional Individual Contributor,",10.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,organic chemistry new multichoice test that measures the knowledge of the basic concepts in organic chemistry knowledge skills adaptive no remote yes
paint technology new,Yes,No,multichoice test that measures the knowledge of paint raw materials and precursors manufacture of different types of coatings surface treatment and coating applications,"Professional Individual Contributor, Graduate, Mid-Professional,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/paint-technology-new/,paint technology new multichoice test that measures the knowledge of paint raw materials and precursors manufacture of different types of coatings surface treatment and coating applications knowledge skills adaptive no remote yes
pediatrics new,Yes,No,multichoice test that measures the basic knowledge of pediatric diseases their symptoms and the medicines administered to cure or prevent them,"Graduate, Mid-Professional, Professional Individual Contributor,",5.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pediatrics-new/,pediatrics new multichoice test that measures the basic knowledge of pediatric diseases their symptoms and the medicines administered to cure or prevent them knowledge skills adaptive no remote yes
pega development new,Yes,No,multichoice test that measures the knowledge of pega architecture user interface rule and user management case management integration with external systems frameworks applications and performance,"Mid-Professional, Professional Individual Contributor,",17.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pega-development-new/,pega development new multichoice test that measures the knowledge of pega architecture user interface rule and user management case management integration with external systems frameworks applications and performance knowledge skills adaptive no remote yes
perl new,Yes,No,multichoice test that measures the knowledge of perl scripting used for text manipulation web development system administration etc,"Mid-Professional, Professional Individual Contributor,",9.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/perl-new/,perl new multichoice test that measures the knowledge of perl scripting used for text manipulation web development system administration etc knowledge skills adaptive no remote yes
petrochemical engineering new,Yes,No,multichoice test that measures the knowledge of fluid and thermal principles of petrochemical engineering chemical processes petroleum composition and processing,"Graduate, Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,petrochemical engineering new multichoice test that measures the knowledge of fluid and thermal principles of petrochemical engineering chemical processes petroleum composition and processing knowledge skills adaptive no remote yes
petroleum engineering new,Yes,No,multichoice test that measures the knowledge of petroleum engineering drilling and production operations and offshore petroleum production,"Graduate, Mid-Professional, Professional Individual Contributor,",10.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,petroleum engineering new multichoice test that measures the knowledge of petroleum engineering drilling and production operations and offshore petroleum production knowledge skills adaptive no remote yes
pharmaceutical analysis new,Yes,No,multichoice test that measures the knowledge of laboratory analytical techniques such as chromatography titration spectroscopy and spectrophotometry,"Graduate, Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,pharmaceutical analysis new multichoice test that measures the knowledge of laboratory analytical techniques such as chromatography titration spectroscopy and spectrophotometry knowledge skills adaptive no remote yes
pharmaceutical chemistry new,Yes,No,multichoice test that measures the knowledge of physical chemistry organic chemistry inorganic chemistry biochemistry and medicinal chemistry,"Graduate, Mid-Professional, Professional Individual Contributor,",17.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,pharmaceutical chemistry new multichoice test that measures the knowledge of physical chemistry organic chemistry inorganic chemistry biochemistry and medicinal chemistry knowledge skills adaptive no remote yes
pharmaceutical science new,Yes,No,multichoice test that measures the knowledge of drug manufacture drug delivery drug action and pharmaceutical analysis techniques,"Graduate, Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,pharmaceutical science new multichoice test that measures the knowledge of drug manufacture drug delivery drug action and pharmaceutical analysis techniques knowledge skills adaptive no remote yes
pharmaceutics new,Yes,No,multichoice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture biopharmaceutics modern pharmaceutics and dispensing pharmacy,"Graduate, Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,pharmaceutics new multichoice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture biopharmaceutics modern pharmaceutics and dispensing pharmacy knowledge skills adaptive no remote yes
pharmacology new,Yes,No,multichoice test that measures the knowledge of pharmacological drugs classification chemotherapy inflammatory disorders drug action on nervous system endocrine pharmacology drug action on circulatory system and gi tract,"Graduate, Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/pharmacology-new/,pharmacology new multichoice test that measures the knowledge of pharmacological drugs classification chemotherapy inflammatory disorders drug action on nervous system endocrine pharmacology drug action on circulatory system and gi tract knowledge skills adaptive no remote yes
php new,Yes,No,multichoice test that measures the knowledge of oops programming constructs web database handling and advanced php,"Mid-Professional, Professional Individual Contributor,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/php-new/,php new multichoice test that measures the knowledge of oops programming constructs web database handling and advanced php knowledge skills adaptive no remote yes
pjm development report,Yes,No,the personjob match report is unique in that it matches the performance potential of the individual to the jobs specific competencies this provides you with a comprehensive and insightful understanding of personjob fit the pjm development report is written to support competency focused development of an individual in a development context this report can be used to identify specific areas of strength and weakness that may impact on the individuals performanceas the basis for identifying areas for development and development planning for discussing fit to future roles and career planning,"Mid-Professional, Graduate, Manager,",,"['Competencies', 'Ability & Aptitude', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/pjm-development-report/,pjm development report the personjob match report is unique in that it matches the performance potential of the individual to the jobs specific competencies this provides you with a comprehensive and insightful understanding of personjob fit the pjm development report is written to support competency focused development of an individual in a development context this report can be used to identify specific areas of strength and weakness that may impact on the individuals performanceas the basis for identifying areas for development and development planning for discussing fit to future roles and career planning competencies ability aptitude personality behavior adaptive no remote yes
pjm selection report,Yes,No,the pjm report provides a clear indication of each candidates degree of fit to a role provides targeted assessment results that match individuals with jobs links the essentialdesirable competencies for a specific job with an individuals competency potential provides an overall match or fit score useful in rankingsorting candidates for selection andor development eg talent audit it provides a highly visual profile of a candidates strengths and limitations against identified required competencies includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual by tabling competency potential against job importance for the role it includes highly descriptive statements about a candidates strengths and development needslimitations the extended report versions include proposed competencybased interview questions to enable probing of specific situations in which the candidate might have demonstrated critical job behaviours the pjm report is designed for use by line managers and hr professionals in selection and development situations it is valuable for identifying an individuals overall fit as well as likely areas of strength and weakness relative to their behaviour at work in a selection context this information can be used for making interviewers aware of the areas that may need further probing as a basis for suggesting and creating relevant interview questions for identifying the relative strengths and weaknesses of shortlisted candidates,"Mid-Professional, Manager,",,"['Ability & Aptitude', 'Competencies', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/pjm-selection-report/,pjm selection report the pjm report provides a clear indication of each candidates degree of fit to a role provides targeted assessment results that match individuals with jobs links the essentialdesirable competencies for a specific job with an individuals competency potential provides an overall match or fit score useful in rankingsorting candidates for selection andor development eg talent audit it provides a highly visual profile of a candidates strengths and limitations against identified required competencies includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual by tabling competency potential against job importance for the role it includes highly descriptive statements about a candidates strengths and development needslimitations the extended report versions include proposed competencybased interview questions to enable probing of specific situations in which the candidate might have demonstrated critical job behaviours the pjm report is designed for use by line managers and hr professionals in selection and development situations it is valuable for identifying an individuals overall fit as well as likely areas of strength and weakness relative to their behaviour at work in a selection context this information can be used for making interviewers aware of the areas that may need further probing as a basis for suggesting and creating relevant interview questions for identifying the relative strengths and weaknesses of shortlisted candidates ability aptitude competencies personality behavior adaptive no remote yes
polymer engineering new,Yes,No,multichoice test that measures the knowledge of characterization of polymers processing synthesis testing and applications in daily life,"Professional Individual Contributor, Graduate, Mid-Professional,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,polymer engineering new multichoice test that measures the knowledge of characterization of polymers processing synthesis testing and applications in daily life knowledge skills adaptive no remote yes
power electronics and drives new,Yes,No,multichoice test that measures the knowledge of power semiconductor devices power electronic converters drives and control systems,"Mid-Professional, Professional Individual Contributor, Graduate,",15.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,power electronics and drives new multichoice test that measures the knowledge of power semiconductor devices power electronic converters drives and control systems knowledge skills adaptive no remote yes
power system engineering new,Yes,No,multichoice test that measures the knowledge of power generation and transmission electrical machines power systems and drives control and instrumentation fluid mechanics and machines,"Graduate, Mid-Professional, Professional Individual Contributor,",12.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,power system engineering new multichoice test that measures the knowledge of power generation and transmission electrical machines power systems and drives control and instrumentation fluid mechanics and machines knowledge skills adaptive no remote yes
prism new,Yes,No,multichoice test that measures the knowledge of modules patterns and other basic concepts of using the prism library,"Mid-Professional, Professional Individual Contributor,",4.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/prism-new/,prism new multichoice test that measures the knowledge of modules patterns and other basic concepts of using the prism library knowledge skills adaptive no remote yes
production and industrial engineering new,Yes,No,multichoice test that measures the knowledge of production technology quality management and design and planning of manufacturing systems,"Graduate, Mid-Professional, Professional Individual Contributor,",13.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,production and industrial engineering new multichoice test that measures the knowledge of production technology quality management and design and planning of manufacturing systems knowledge skills adaptive no remote yes
production engineering new,Yes,No,multichoice test that measures the knowledge of production technology and analysis metal cutting tool design material science and cim,"Graduate, Mid-Professional, Professional Individual Contributor,",10.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/production-engineering-new/,production engineering new multichoice test that measures the knowledge of production technology and analysis metal cutting tool design material science and cim knowledge skills adaptive no remote yes
programming concepts,Yes,Yes,the programming concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages designed for all programmers this test covers the following topics algorithms complex data types data access productivity and quality program flow program structure programming paradigms user interface variables data types and operators,"Mid-Professional, Professional Individual Contributor,",25.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/programming-concepts/,programming concepts the programming concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages designed for all programmers this test covers the following topics algorithms complex data types data access productivity and quality program flow program structure programming paradigms user interface variables data types and operators knowledge skills adaptive yes remote yes
project management 2013,Yes,Yes,the project management 2013 test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget the test is based on project management institutes pmis project management body of knowledge pmbok fifth edition methodology designed for all professionals this test covers the following topics project communications management project cost management project human resource management project management characteristics project management methodologies project procurement management project quality management project risk management project scope management project stakeholder management and project time management,"Mid-Professional, Professional Individual Contributor,",30.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/project-management-2013/,project management 2013 the project management 2013 test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget the test is based on project management institutes pmis project management body of knowledge pmbok fifth edition methodology designed for all professionals this test covers the following topics project communications management project cost management project human resource management project management characteristics project management methodologies project procurement management project quality management project risk management project scope management project stakeholder management and project time management knowledge skills adaptive yes remote yes
proofreading v1,Yes,No,this assessment measures ability to read for errors involving spelling punctuation grammar and word choice it also measures ability to correct those errors,"Entry-Level, Mid-Professional,",6.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/proofreading-v1/,proofreading v1 this assessment measures ability to read for errors involving spelling punctuation grammar and word choice it also measures ability to correct those errors knowledge skills adaptive no remote yes
python new,Yes,No,multichoice test that measures the knowledge of python programming databases modules and library,"Mid-Professional, Professional Individual Contributor,",11.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/python-new/,python new multichoice test that measures the knowledge of python programming databases modules and library knowledge skills adaptive no remote yes
r programming new,Yes,No,multichoice test that measures the knowledge of r programming and its application in statistics,"Mid-Professional, Professional Individual Contributor,",13.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/r-programming-new/,r programming new multichoice test that measures the knowledge of r programming and its application in statistics knowledge skills adaptive no remote yes
reactjs new,Yes,No,multichoice test that measures the technical knowledge of react apis render function jsx form validation and styling,"Mid-Professional, Professional Individual Contributor,",10.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/reactjs-new/,reactjs new multichoice test that measures the technical knowledge of react apis render function jsx form validation and styling knowledge skills adaptive no remote yes
reading comprehension english v1,Yes,Yes,the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",35.0,['Ability & Aptitude'],https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,reading comprehension english v1 the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked ability aptitude adaptive yes remote yes
reading comprehension spanish v1,Yes,Yes,the reading comprehension spanish assessment provides a general measure of spanish reading comprehension this test is comprised of items that contain a passage that must read in order to answer the question being asked the questions focus on the ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions that may be asked,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",26.0,['Ability & Aptitude'],https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,reading comprehension spanish v1 the reading comprehension spanish assessment provides a general measure of spanish reading comprehension this test is comprised of items that contain a passage that must read in order to answer the question being asked the questions focus on the ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions that may be asked ability aptitude adaptive yes remote yes
reading comprehension v2,Yes,Yes,the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",35.0,['Ability & Aptitude'],https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,reading comprehension v2 the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked ability aptitude adaptive yes remote yes
remoteworkq,Yes,No,using the apta architecture to focus on the relevant competency behaviors in the universal competency framework shl developed the remoteworkq to measure selfreported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas o work relationships o work habits o selfdevelopment wellbeing the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role this report is designed to help you be more successful in a remote working environment by providing o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,",10.0,['Competencies'],https://www.shl.com/products/product-catalog/view/remoteworkq/,remoteworkq using the apta architecture to focus on the relevant competency behaviors in the universal competency framework shl developed the remoteworkq to measure selfreported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas o work relationships o work habits o selfdevelopment wellbeing the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role this report is designed to help you be more successful in a remote working environment by providing o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks competencies adaptive no remote yes
